id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,origin_id,destination_id,network_id
1490,2020-10-29 18:55:00.72119,,,,,,f,,{},189,201,13
1229,2020-10-29 18:53:15.162397,,,,,,t,2020-10-29 19:00:05.793168,{},179,176,12
1230,2020-10-29 18:53:15.17216,,,,,,t,2020-10-29 19:00:05.800846,{},176,179,12
1495,2020-10-29 18:55:00.790878,,,,,,f,,{},201,195,13
1496,2020-10-29 18:55:00.807828,,,,,,f,,{},195,201,13
1491,2020-10-29 18:55:00.73377,,,,,,t,2020-10-29 18:55:36.298662,{},201,196,13
1492,2020-10-29 18:55:00.745105,,,,,,t,2020-10-29 18:55:36.313224,{},196,201,13
1231,2020-10-29 18:53:15.211788,,,,,,t,2020-10-29 19:00:05.812552,{},179,177,12
1232,2020-10-29 18:53:15.227671,,,,,,t,2020-10-29 19:00:05.823277,{},177,179,12
1351,2020-10-29 18:54:08.085141,,,,,,t,2020-10-29 19:00:05.829833,{},190,179,12
1485,2020-10-29 18:55:00.64895,,,,,,t,2020-10-29 19:00:17.595104,{},201,192,13
1486,2020-10-29 18:55:00.6633,,,,,,t,2020-10-29 19:00:17.600724,{},192,201,13
1822,2020-10-29 19:00:43.137015,,,,,,f,,{},218,232,16
1357,2020-10-29 18:54:08.133929,,,,,,t,2020-10-29 19:20:03.739516,{},190,186,12
2435,2020-10-29 19:10:10.321013,,,,,,t,2020-10-29 19:27:07.516715,{},45,288,23
1915,2020-10-29 19:01:22.643908,,,,,,f,,{},238,229,17
1916,2020-10-29 19:01:22.659394,,,,,,f,,{},229,238,17
1917,2020-10-29 19:01:22.679395,,,,,,f,,{},238,225,17
1918,2020-10-29 19:01:22.691821,,,,,,f,,{},225,238,17
2436,2020-10-29 19:10:10.330359,,,,,,t,2020-10-29 19:27:07.524752,{},46,288,23
1909,2020-10-29 19:01:22.567678,,,,,,t,2020-10-29 19:02:01.156981,{},238,227,17
1828,2020-10-29 19:00:46.427535,,,,,,t,2020-10-29 19:02:01.188347,{},227,233,17
1823,2020-10-29 19:00:43.147493,,,,,,t,2020-10-29 19:03:54.576922,{},232,215,16
1620,2020-10-29 18:56:15.445861,,,,,,f,,{},30,214,15
1621,2020-10-29 18:56:15.457379,,,,,,f,,{},214,207,15
1355,2020-10-29 18:54:08.116567,,,,,,t,2020-10-29 18:57:20.211266,{},190,182,12
1356,2020-10-29 18:54:08.125915,,,,,,t,2020-10-29 18:57:20.218227,{},182,190,12
1525,2020-10-29 18:55:50.0132,,,,,,t,2020-10-29 18:58:13.67866,{},27,206,14
1526,2020-10-29 18:55:50.027384,,,,,,t,2020-10-29 18:58:13.687094,{},28,206,14
999,2020-10-29 18:50:21.302364,,,,,,t,2020-10-29 18:58:23.390534,{},156,138,9
1000,2020-10-29 18:50:21.307062,,,,,,t,2020-10-29 18:58:23.397434,{},138,156,9
1824,2020-10-29 19:00:43.158593,,,,,,t,2020-10-29 19:03:54.585172,{},215,232,16
431,2020-10-29 18:45:33.75218,,,,,,t,2020-10-29 19:08:40.114444,{},103,91,6
432,2020-10-29 18:45:33.757253,,,,,,t,2020-10-29 19:08:40.12214,{},91,103,6
1353,2020-10-29 18:54:08.100768,,,,,,t,2020-10-29 19:09:33.068804,{},190,175,12
1354,2020-10-29 18:54:08.107994,,,,,,t,2020-10-29 19:09:33.082607,{},175,190,12
433,2020-10-29 18:45:50.84895,,,,,,f,,{},5,104,3
434,2020-10-29 18:45:50.855867,,,,,,f,,{},6,104,3
435,2020-10-29 18:45:50.862765,,,,,,f,,{},104,98,3
436,2020-10-29 18:45:50.86946,,,,,,f,,{},98,104,3
437,2020-10-29 18:45:50.876063,,,,,,f,,{},104,100,3
438,2020-10-29 18:45:50.882707,,,,,,f,,{},100,104,3
439,2020-10-29 18:45:50.889379,,,,,,f,,{},104,93,3
440,2020-10-29 18:45:50.896034,,,,,,f,,{},93,104,3
441,2020-10-29 18:45:50.902659,,,,,,f,,{},104,97,3
442,2020-10-29 18:45:50.909425,,,,,,f,,{},97,104,3
1001,2020-10-29 18:50:23.641691,,,,,,f,,{},17,157,9
1002,2020-10-29 18:50:23.648818,,,,,,f,,{},18,157,9
445,2020-10-29 18:45:50.929488,,,,,,f,,{},104,95,3
446,2020-10-29 18:45:50.936227,,,,,,f,,{},95,104,3
447,2020-10-29 18:45:50.942861,,,,,,f,,{},104,102,3
448,2020-10-29 18:45:50.951949,,,,,,f,,{},102,104,3
2425,2020-10-29 19:10:08.88637,,,,,,t,2020-10-29 19:33:26.319065,{},287,281,20
2426,2020-10-29 19:10:08.896488,,,,,,t,2020-10-29 19:33:26.322848,{},281,287,20
1005,2020-10-29 18:50:23.672436,,,,,,f,,{},157,154,9
1006,2020-10-29 18:50:23.681347,,,,,,f,,{},154,157,9
1007,2020-10-29 18:50:23.689153,,,,,,f,,{},157,140,9
1008,2020-10-29 18:50:23.696193,,,,,,f,,{},140,157,9
1009,2020-10-29 18:50:23.706022,,,,,,f,,{},157,156,9
1010,2020-10-29 18:50:23.717591,,,,,,f,,{},156,157,9
1011,2020-10-29 18:50:23.725713,,,,,,f,,{},157,145,9
1012,2020-10-29 18:50:23.733533,,,,,,f,,{},145,157,9
469,2020-10-29 18:46:37.798228,,,,,,t,2020-10-29 19:08:40.133715,{},106,91,6
470,2020-10-29 18:46:37.806316,,,,,,t,2020-10-29 19:08:40.143429,{},91,106,6
463,2020-10-29 18:46:37.718058,,,,,,f,,{},11,106,6
464,2020-10-29 18:46:37.727412,,,,,,f,,{},12,106,6
2446,2020-10-29 19:10:10.46879,,,,,,t,2020-10-29 19:27:07.642408,{},279,288,23
1015,2020-10-29 18:50:23.753129,,,,,,f,,{},157,146,9
1016,2020-10-29 18:50:23.759802,,,,,,f,,{},146,157,9
471,2020-10-29 18:46:37.812994,,,,,,f,,{},106,94,6
472,2020-10-29 18:46:37.819858,,,,,,f,,{},94,106,6
473,2020-10-29 18:46:37.826549,,,,,,f,,{},106,103,6
474,2020-10-29 18:46:37.833502,,,,,,f,,{},103,106,6
475,2020-10-29 18:46:37.840084,,,,,,f,,{},106,96,6
476,2020-10-29 18:46:37.847964,,,,,,f,,{},96,106,6
1017,2020-10-29 18:50:23.767218,,,,,,f,,{},157,141,9
1018,2020-10-29 18:50:23.777221,,,,,,f,,{},141,157,9
1003,2020-10-29 18:50:23.655796,,,,,,t,2020-10-29 18:51:34.300616,{},157,153,9
465,2020-10-29 18:46:37.755259,,,,,,t,2020-10-29 18:52:27.583802,{},106,92,6
466,2020-10-29 18:46:37.768081,,,,,,t,2020-10-29 18:52:27.588879,{},92,106,6
513,2020-10-29 18:46:47.764271,,,,,,f,,{},9,109,5
514,2020-10-29 18:46:47.769007,,,,,,f,,{},10,109,5
451,2020-10-29 18:46:26.215677,,,,,,t,2020-10-29 18:46:49.780802,{},11,105,6
452,2020-10-29 18:46:26.221243,,,,,,t,2020-10-29 18:46:49.786729,{},12,105,6
453,2020-10-29 18:46:26.22648,,,,,,t,2020-10-29 18:46:49.790152,{},105,92,6
454,2020-10-29 18:46:26.23226,,,,,,t,2020-10-29 18:46:49.793527,{},92,105,6
455,2020-10-29 18:46:26.237817,,,,,,t,2020-10-29 18:46:49.796916,{},105,91,6
456,2020-10-29 18:46:26.243127,,,,,,t,2020-10-29 18:46:49.800197,{},91,105,6
457,2020-10-29 18:46:26.248451,,,,,,t,2020-10-29 18:46:49.803512,{},105,94,6
458,2020-10-29 18:46:26.253576,,,,,,t,2020-10-29 18:46:49.807065,{},94,105,6
459,2020-10-29 18:46:26.258644,,,,,,t,2020-10-29 18:46:49.810296,{},105,103,6
460,2020-10-29 18:46:26.263785,,,,,,t,2020-10-29 18:46:49.813511,{},103,105,6
461,2020-10-29 18:46:26.268957,,,,,,t,2020-10-29 18:46:49.816752,{},105,96,6
462,2020-10-29 18:46:26.273915,,,,,,t,2020-10-29 18:46:49.819952,{},96,105,6
467,2020-10-29 18:46:37.780744,,,,,,t,2020-10-29 18:46:49.823222,{},106,105,6
468,2020-10-29 18:46:37.789607,,,,,,t,2020-10-29 18:46:49.826529,{},105,106,6
481,2020-10-29 18:46:38.672978,,,,,,t,2020-10-29 18:46:49.829955,{},107,105,6
482,2020-10-29 18:46:38.677903,,,,,,t,2020-10-29 18:46:49.833155,{},105,107,6
515,2020-10-29 18:47:05.907396,,,,,,f,,{},9,110,5
516,2020-10-29 18:47:05.914349,,,,,,f,,{},10,110,5
517,2020-10-29 18:47:05.921091,,,,,,f,,{},110,109,5
518,2020-10-29 18:47:05.927685,,,,,,f,,{},109,110,5
393,2020-10-29 18:45:24.101084,,,,,,t,2020-10-29 18:47:13.510417,{},5,101,3
394,2020-10-29 18:45:24.106527,,,,,,t,2020-10-29 18:47:13.51533,{},6,101,3
395,2020-10-29 18:45:24.111652,,,,,,t,2020-10-29 18:47:13.521976,{},101,100,3
396,2020-10-29 18:45:24.117052,,,,,,t,2020-10-29 18:47:13.52666,{},100,101,3
397,2020-10-29 18:45:24.122127,,,,,,t,2020-10-29 18:47:13.531627,{},101,95,3
398,2020-10-29 18:45:24.127206,,,,,,t,2020-10-29 18:47:13.536505,{},95,101,3
399,2020-10-29 18:45:24.132245,,,,,,t,2020-10-29 18:47:13.541313,{},101,99,3
400,2020-10-29 18:45:24.137273,,,,,,t,2020-10-29 18:47:13.545972,{},99,101,3
401,2020-10-29 18:45:24.142848,,,,,,t,2020-10-29 18:47:13.550678,{},101,98,3
402,2020-10-29 18:45:24.147997,,,,,,t,2020-10-29 18:47:13.55542,{},98,101,3
403,2020-10-29 18:45:24.152998,,,,,,t,2020-10-29 18:47:13.560137,{},101,93,3
404,2020-10-29 18:45:24.158111,,,,,,t,2020-10-29 18:47:13.564809,{},93,101,3
405,2020-10-29 18:45:24.163106,,,,,,t,2020-10-29 18:47:13.569615,{},101,97,3
406,2020-10-29 18:45:24.168049,,,,,,t,2020-10-29 18:47:13.574439,{},97,101,3
477,2020-10-29 18:46:38.652118,,,,,,t,2020-10-29 18:48:59.864488,{},11,107,6
478,2020-10-29 18:46:38.658243,,,,,,t,2020-10-29 18:48:59.870893,{},12,107,6
479,2020-10-29 18:46:38.663148,,,,,,t,2020-10-29 18:48:59.879228,{},107,92,6
493,2020-10-29 18:46:40.149552,,,,,,t,2020-10-29 18:49:20.634616,{},5,108,3
494,2020-10-29 18:46:40.158201,,,,,,t,2020-10-29 18:49:20.641545,{},6,108,3
495,2020-10-29 18:46:40.165226,,,,,,t,2020-10-29 18:49:20.6583,{},108,100,3
496,2020-10-29 18:46:40.172983,,,,,,t,2020-10-29 18:49:20.663748,{},100,108,3
497,2020-10-29 18:46:40.180403,,,,,,t,2020-10-29 18:49:20.668856,{},108,104,3
498,2020-10-29 18:46:40.188345,,,,,,t,2020-10-29 18:49:20.674025,{},104,108,3
499,2020-10-29 18:46:40.19479,,,,,,t,2020-10-29 18:49:20.679263,{},108,98,3
500,2020-10-29 18:46:40.201132,,,,,,t,2020-10-29 18:49:20.684844,{},98,108,3
501,2020-10-29 18:46:40.207472,,,,,,t,2020-10-29 18:49:20.690024,{},108,93,3
502,2020-10-29 18:46:40.213741,,,,,,t,2020-10-29 18:49:20.695137,{},93,108,3
503,2020-10-29 18:46:40.220151,,,,,,t,2020-10-29 18:49:20.701042,{},108,97,3
413,2020-10-29 18:45:30.777754,,,,,,t,2020-10-29 18:47:13.579168,{},102,101,3
414,2020-10-29 18:45:30.784442,,,,,,t,2020-10-29 18:47:13.585495,{},101,102,3
443,2020-10-29 18:45:50.916054,,,,,,t,2020-10-29 18:47:13.590753,{},104,101,3
444,2020-10-29 18:45:50.922838,,,,,,t,2020-10-29 18:47:13.597246,{},101,104,3
505,2020-10-29 18:46:40.232561,,,,,,t,2020-10-29 18:47:13.602685,{},108,101,3
506,2020-10-29 18:46:40.238791,,,,,,t,2020-10-29 18:47:13.608386,{},101,108,3
519,2020-10-29 18:47:31.242803,,,,,,f,,{},9,111,5
520,2020-10-29 18:47:31.250179,,,,,,f,,{},10,111,5
521,2020-10-29 18:47:31.257608,,,,,,f,,{},111,110,5
522,2020-10-29 18:47:31.26447,,,,,,f,,{},110,111,5
523,2020-10-29 18:47:31.271384,,,,,,f,,{},111,109,5
524,2020-10-29 18:47:31.27711,,,,,,f,,{},109,111,5
525,2020-10-29 18:47:54.05213,,,,,,f,,{},11,112,6
526,2020-10-29 18:47:54.057151,,,,,,f,,{},12,112,6
2353,2020-10-29 19:08:16.22726,,,,,,t,2020-10-29 19:33:26.412118,{},281,270,20
2354,2020-10-29 19:08:16.238519,,,,,,t,2020-10-29 19:33:26.415559,{},270,281,20
529,2020-10-29 18:47:54.071472,,,,,,f,,{},112,106,6
530,2020-10-29 18:47:54.076249,,,,,,f,,{},106,112,6
735,2020-10-29 18:49:37.897516,,,,,,t,2020-10-29 18:50:48.100114,{},131,127,7
736,2020-10-29 18:49:37.904134,,,,,,t,2020-10-29 18:50:48.10557,{},127,131,7
2317,2020-10-29 19:07:16.024248,,,,,,t,2020-10-29 19:12:13.121383,{},275,271,20
535,2020-10-29 18:47:54.100927,,,,,,f,,{},112,94,6
536,2020-10-29 18:47:54.105697,,,,,,f,,{},94,112,6
537,2020-10-29 18:47:54.110353,,,,,,f,,{},112,103,6
538,2020-10-29 18:47:54.115108,,,,,,f,,{},103,112,6
539,2020-10-29 18:47:54.119881,,,,,,f,,{},112,96,6
540,2020-10-29 18:47:54.125313,,,,,,f,,{},96,112,6
541,2020-10-29 18:47:59.064858,,,,,,f,,{},9,113,5
542,2020-10-29 18:47:59.071792,,,,,,f,,{},10,113,5
543,2020-10-29 18:47:59.078502,,,,,,f,,{},113,110,5
544,2020-10-29 18:47:59.085649,,,,,,f,,{},110,113,5
545,2020-10-29 18:47:59.092351,,,,,,f,,{},113,111,5
546,2020-10-29 18:47:59.099237,,,,,,f,,{},111,113,5
547,2020-10-29 18:47:59.106,,,,,,f,,{},113,109,5
548,2020-10-29 18:47:59.112564,,,,,,f,,{},109,113,5
549,2020-10-29 18:48:08.641239,,,,,,f,,{},11,114,6
550,2020-10-29 18:48:08.646772,,,,,,f,,{},12,114,6
2448,2020-10-29 19:10:10.496823,,,,,,t,2020-10-29 19:27:07.657227,{},284,288,23
1827,2020-10-29 19:00:46.416642,,,,,,t,2020-10-29 19:02:01.181888,{},233,227,17
553,2020-10-29 18:48:08.66276,,,,,,f,,{},114,112,6
554,2020-10-29 18:48:08.668171,,,,,,f,,{},112,114,6
555,2020-10-29 18:48:08.673338,,,,,,f,,{},114,106,6
556,2020-10-29 18:48:08.680982,,,,,,f,,{},106,114,6
527,2020-10-29 18:47:54.061926,,,,,,t,2020-10-29 18:52:27.593921,{},112,92,6
528,2020-10-29 18:47:54.06671,,,,,,t,2020-10-29 18:52:27.599488,{},92,112,6
561,2020-10-29 18:48:08.70881,,,,,,f,,{},114,94,6
562,2020-10-29 18:48:08.714193,,,,,,f,,{},94,114,6
563,2020-10-29 18:48:08.719399,,,,,,f,,{},114,103,6
564,2020-10-29 18:48:08.724673,,,,,,f,,{},103,114,6
565,2020-10-29 18:48:08.729956,,,,,,f,,{},114,96,6
566,2020-10-29 18:48:08.735035,,,,,,f,,{},96,114,6
733,2020-10-29 18:49:37.883545,,,,,,t,2020-10-29 18:59:19.527351,{},131,129,7
734,2020-10-29 18:49:37.889745,,,,,,t,2020-10-29 18:59:19.535556,{},129,131,7
533,2020-10-29 18:47:54.090739,,,,,,t,2020-10-29 19:08:40.150967,{},112,91,6
587,2020-10-29 18:48:27.179961,,,,,,f,,{},9,116,5
588,2020-10-29 18:48:27.185064,,,,,,f,,{},10,116,5
589,2020-10-29 18:48:27.189862,,,,,,f,,{},116,110,5
590,2020-10-29 18:48:27.194757,,,,,,f,,{},110,116,5
591,2020-10-29 18:48:27.199578,,,,,,f,,{},116,113,5
592,2020-10-29 18:48:27.204528,,,,,,f,,{},113,116,5
593,2020-10-29 18:48:27.209432,,,,,,f,,{},116,109,5
594,2020-10-29 18:48:27.214241,,,,,,f,,{},109,116,5
595,2020-10-29 18:48:27.218869,,,,,,f,,{},116,111,5
596,2020-10-29 18:48:27.223496,,,,,,f,,{},111,116,5
567,2020-10-29 18:48:18.736339,,,,,,t,2020-10-29 18:48:57.251143,{},11,115,6
568,2020-10-29 18:48:18.743339,,,,,,t,2020-10-29 18:48:57.256076,{},12,115,6
569,2020-10-29 18:48:18.750046,,,,,,t,2020-10-29 18:48:57.262728,{},115,92,6
570,2020-10-29 18:48:18.757307,,,,,,t,2020-10-29 18:48:57.267398,{},92,115,6
571,2020-10-29 18:48:18.764073,,,,,,t,2020-10-29 18:48:57.271982,{},115,112,6
572,2020-10-29 18:48:18.770819,,,,,,t,2020-10-29 18:48:57.276582,{},112,115,6
573,2020-10-29 18:48:18.777444,,,,,,t,2020-10-29 18:48:57.281302,{},115,106,6
574,2020-10-29 18:48:18.784125,,,,,,t,2020-10-29 18:48:57.285921,{},106,115,6
575,2020-10-29 18:48:18.79119,,,,,,t,2020-10-29 18:48:57.290606,{},115,107,6
576,2020-10-29 18:48:18.797788,,,,,,t,2020-10-29 18:48:57.295313,{},107,115,6
577,2020-10-29 18:48:18.804473,,,,,,t,2020-10-29 18:48:57.300012,{},115,91,6
578,2020-10-29 18:48:18.811134,,,,,,t,2020-10-29 18:48:57.305096,{},91,115,6
579,2020-10-29 18:48:18.817645,,,,,,t,2020-10-29 18:48:57.309679,{},115,94,6
531,2020-10-29 18:47:54.080873,,,,,,t,2020-10-29 18:48:59.946466,{},112,107,6
532,2020-10-29 18:47:54.085735,,,,,,t,2020-10-29 18:48:59.951573,{},107,112,6
557,2020-10-29 18:48:08.687054,,,,,,t,2020-10-29 18:48:59.956852,{},114,107,6
558,2020-10-29 18:48:08.692612,,,,,,t,2020-10-29 18:48:59.961873,{},107,114,6
691,2020-10-29 18:49:28.775166,,,,,,f,,{},13,126,7
692,2020-10-29 18:49:28.78915,,,,,,f,,{},14,126,7
693,2020-10-29 18:49:28.798437,,,,,,f,,{},126,124,7
694,2020-10-29 18:49:28.808401,,,,,,f,,{},124,126,7
727,2020-10-29 18:49:37.845643,,,,,,f,,{},13,131,7
728,2020-10-29 18:49:37.852339,,,,,,f,,{},14,131,7
729,2020-10-29 18:49:37.858638,,,,,,f,,{},131,130,7
730,2020-10-29 18:49:37.864954,,,,,,f,,{},130,131,7
731,2020-10-29 18:49:37.871123,,,,,,f,,{},131,124,7
732,2020-10-29 18:49:37.877378,,,,,,f,,{},124,131,7
737,2020-10-29 18:49:37.910335,,,,,,f,,{},131,126,7
738,2020-10-29 18:49:37.916379,,,,,,f,,{},126,131,7
597,2020-10-29 18:48:48.385368,,,,,,t,2020-10-29 18:49:41.625221,{},15,117,8
805,2020-10-29 18:49:54.374223,,,,,,f,,{},13,137,7
806,2020-10-29 18:49:54.381185,,,,,,f,,{},14,137,7
807,2020-10-29 18:49:54.386142,,,,,,f,,{},137,132,7
808,2020-10-29 18:49:54.391012,,,,,,f,,{},132,137,7
580,2020-10-29 18:48:18.824247,,,,,,t,2020-10-29 18:48:57.314387,{},94,115,6
581,2020-10-29 18:48:18.830774,,,,,,t,2020-10-29 18:48:57.319225,{},115,103,6
582,2020-10-29 18:48:18.837581,,,,,,t,2020-10-29 18:48:57.324004,{},103,115,6
583,2020-10-29 18:48:18.8442,,,,,,t,2020-10-29 18:48:57.328783,{},115,96,6
584,2020-10-29 18:48:18.850748,,,,,,t,2020-10-29 18:48:57.3335,{},96,115,6
585,2020-10-29 18:48:18.857431,,,,,,t,2020-10-29 18:48:57.33811,{},115,114,6
586,2020-10-29 18:48:18.863925,,,,,,t,2020-10-29 18:48:57.342802,{},114,115,6
480,2020-10-29 18:46:38.667934,,,,,,t,2020-10-29 18:48:59.885651,{},92,107,6
483,2020-10-29 18:46:38.682712,,,,,,t,2020-10-29 18:48:59.891038,{},107,106,6
484,2020-10-29 18:46:38.687509,,,,,,t,2020-10-29 18:48:59.896481,{},106,107,6
485,2020-10-29 18:46:38.692234,,,,,,t,2020-10-29 18:48:59.901747,{},107,91,6
486,2020-10-29 18:46:38.697026,,,,,,t,2020-10-29 18:48:59.907193,{},91,107,6
487,2020-10-29 18:46:38.701675,,,,,,t,2020-10-29 18:48:59.912464,{},107,94,6
488,2020-10-29 18:46:38.706477,,,,,,t,2020-10-29 18:48:59.917587,{},94,107,6
489,2020-10-29 18:46:38.711227,,,,,,t,2020-10-29 18:48:59.924019,{},107,103,6
490,2020-10-29 18:46:38.716112,,,,,,t,2020-10-29 18:48:59.930588,{},103,107,6
491,2020-10-29 18:46:38.723387,,,,,,t,2020-10-29 18:48:59.936217,{},107,96,6
492,2020-10-29 18:46:38.730312,,,,,,t,2020-10-29 18:48:59.9414,{},96,107,6
603,2020-10-29 18:49:00.74933,,,,,,f,,{},9,119,5
604,2020-10-29 18:49:00.762199,,,,,,f,,{},10,119,5
605,2020-10-29 18:49:00.773942,,,,,,f,,{},119,110,5
606,2020-10-29 18:49:00.782194,,,,,,f,,{},110,119,5
607,2020-10-29 18:49:00.790934,,,,,,f,,{},119,113,5
608,2020-10-29 18:49:00.800699,,,,,,f,,{},113,119,5
609,2020-10-29 18:49:00.8196,,,,,,f,,{},119,109,5
610,2020-10-29 18:49:00.827283,,,,,,f,,{},109,119,5
611,2020-10-29 18:49:00.834776,,,,,,f,,{},119,111,5
612,2020-10-29 18:49:00.840872,,,,,,f,,{},111,119,5
613,2020-10-29 18:49:00.846423,,,,,,f,,{},119,116,5
614,2020-10-29 18:49:00.851537,,,,,,f,,{},116,119,5
615,2020-10-29 18:49:03.270009,,,,,,f,,{},9,120,5
616,2020-10-29 18:49:03.27839,,,,,,f,,{},10,120,5
617,2020-10-29 18:49:03.286414,,,,,,f,,{},120,110,5
618,2020-10-29 18:49:03.294893,,,,,,f,,{},110,120,5
619,2020-10-29 18:49:03.30345,,,,,,f,,{},120,119,5
620,2020-10-29 18:49:03.312667,,,,,,f,,{},119,120,5
621,2020-10-29 18:49:03.321638,,,,,,f,,{},120,113,5
622,2020-10-29 18:49:03.330116,,,,,,f,,{},113,120,5
623,2020-10-29 18:49:03.337614,,,,,,f,,{},120,109,5
624,2020-10-29 18:49:03.344632,,,,,,f,,{},109,120,5
625,2020-10-29 18:49:03.351579,,,,,,f,,{},120,111,5
626,2020-10-29 18:49:03.358849,,,,,,f,,{},111,120,5
627,2020-10-29 18:49:03.36515,,,,,,f,,{},120,116,5
628,2020-10-29 18:49:03.370478,,,,,,f,,{},116,120,5
1831,2020-10-29 19:00:46.473035,,,,,,t,2020-10-29 19:10:10.095107,{},233,226,17
2355,2020-10-29 19:08:16.251531,,,,,,t,2020-10-29 19:33:26.418961,{},281,275,20
2356,2020-10-29 19:08:16.261911,,,,,,t,2020-10-29 19:33:26.423181,{},275,281,20
2357,2020-10-29 19:08:16.271549,,,,,,t,2020-10-29 19:33:26.426432,{},281,278,20
371,2020-10-29 18:45:12.77483,,,,,,t,2020-10-29 19:01:52.876716,{},5,99,3
372,2020-10-29 18:45:12.783052,,,,,,t,2020-10-29 19:01:52.891856,{},6,99,3
373,2020-10-29 18:45:12.790614,,,,,,t,2020-10-29 19:01:52.962419,{},99,93,3
374,2020-10-29 18:45:12.798475,,,,,,t,2020-10-29 19:01:52.995342,{},93,99,3
375,2020-10-29 18:45:12.806859,,,,,,t,2020-10-29 19:01:53.001608,{},99,97,3
376,2020-10-29 18:45:12.814749,,,,,,t,2020-10-29 19:01:53.009157,{},97,99,3
377,2020-10-29 18:45:12.822364,,,,,,t,2020-10-29 19:01:53.016588,{},99,95,3
378,2020-10-29 18:45:12.829743,,,,,,t,2020-10-29 19:01:53.023797,{},95,99,3
379,2020-10-29 18:45:12.836234,,,,,,t,2020-10-29 19:01:53.031333,{},99,98,3
645,2020-10-29 18:49:10.64079,,,,,,f,,{},9,122,5
646,2020-10-29 18:49:10.650137,,,,,,f,,{},10,122,5
647,2020-10-29 18:49:10.65924,,,,,,f,,{},122,110,5
648,2020-10-29 18:49:10.668715,,,,,,f,,{},110,122,5
649,2020-10-29 18:49:10.677779,,,,,,f,,{},122,119,5
650,2020-10-29 18:49:10.685981,,,,,,f,,{},119,122,5
651,2020-10-29 18:49:10.694274,,,,,,f,,{},122,120,5
652,2020-10-29 18:49:10.701917,,,,,,f,,{},120,122,5
380,2020-10-29 18:45:12.844363,,,,,,t,2020-10-29 19:01:53.045553,{},98,99,3
242,2020-10-29 18:43:59.093811,,,,,,t,2020-10-29 19:10:14.180713,{},73,86,4
655,2020-10-29 18:49:10.723933,,,,,,f,,{},122,113,5
656,2020-10-29 18:49:10.730589,,,,,,f,,{},113,122,5
657,2020-10-29 18:49:10.740046,,,,,,f,,{},122,109,5
658,2020-10-29 18:49:10.747968,,,,,,f,,{},109,122,5
659,2020-10-29 18:49:10.757579,,,,,,f,,{},122,111,5
660,2020-10-29 18:49:10.764738,,,,,,f,,{},111,122,5
661,2020-10-29 18:49:10.771409,,,,,,f,,{},122,116,5
662,2020-10-29 18:49:10.778076,,,,,,f,,{},116,122,5
663,2020-10-29 18:49:15.303909,,,,,,f,,{},9,123,5
664,2020-10-29 18:49:15.311978,,,,,,f,,{},10,123,5
665,2020-10-29 18:49:15.320061,,,,,,f,,{},123,110,5
666,2020-10-29 18:49:15.327564,,,,,,f,,{},110,123,5
667,2020-10-29 18:49:15.338431,,,,,,f,,{},123,120,5
668,2020-10-29 18:49:15.346946,,,,,,f,,{},120,123,5
669,2020-10-29 18:49:15.353931,,,,,,f,,{},123,113,5
670,2020-10-29 18:49:15.35986,,,,,,f,,{},113,123,5
671,2020-10-29 18:49:15.364958,,,,,,f,,{},123,122,5
672,2020-10-29 18:49:15.370156,,,,,,f,,{},122,123,5
673,2020-10-29 18:49:15.376162,,,,,,f,,{},123,109,5
674,2020-10-29 18:49:15.383083,,,,,,f,,{},109,123,5
675,2020-10-29 18:49:15.391189,,,,,,f,,{},123,119,5
676,2020-10-29 18:49:15.39868,,,,,,f,,{},119,123,5
249,2020-10-29 18:43:59.146312,,,,,,t,2020-10-29 19:10:14.187473,{},86,79,4
679,2020-10-29 18:49:15.420015,,,,,,f,,{},123,111,5
680,2020-10-29 18:49:15.425819,,,,,,f,,{},111,123,5
681,2020-10-29 18:49:15.431026,,,,,,f,,{},123,116,5
682,2020-10-29 18:49:15.436252,,,,,,f,,{},116,123,5
683,2020-10-29 18:49:18.024222,,,,,,f,,{},13,124,7
684,2020-10-29 18:49:18.029246,,,,,,f,,{},14,124,7
504,2020-10-29 18:46:40.22637,,,,,,t,2020-10-29 18:49:20.706197,{},97,108,3
507,2020-10-29 18:46:40.244968,,,,,,t,2020-10-29 18:49:20.711323,{},108,95,3
508,2020-10-29 18:46:40.251412,,,,,,t,2020-10-29 18:49:20.71652,{},95,108,3
509,2020-10-29 18:46:40.257671,,,,,,t,2020-10-29 18:49:20.721743,{},108,99,3
510,2020-10-29 18:46:40.264005,,,,,,t,2020-10-29 18:49:20.727304,{},99,108,3
511,2020-10-29 18:46:40.270346,,,,,,t,2020-10-29 18:49:20.733297,{},108,102,3
512,2020-10-29 18:46:40.276463,,,,,,t,2020-10-29 18:49:20.738668,{},102,108,3
685,2020-10-29 18:49:23.283363,,,,,,f,,{},15,125,8
686,2020-10-29 18:49:23.290744,,,,,,f,,{},16,125,8
1377,2020-10-29 18:54:19.229795,,,,,,t,2020-10-29 19:00:17.605777,{},25,192,13
1378,2020-10-29 18:54:19.235863,,,,,,t,2020-10-29 19:00:17.61222,{},26,192,13
1379,2020-10-29 18:54:19.24152,,,,,,t,2020-10-29 19:00:17.640287,{},192,191,13
1837,2020-10-29 19:01:08.721132,,,,,,f,,{},33,234,17
1838,2020-10-29 19:01:08.733011,,,,,,f,,{},34,234,17
