id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,origin_id,destination_id,network_id
837,2020-10-29 18:49:58.47728,,,,,,f,,{},15,143,8
838,2020-10-29 18:49:58.482331,,,,,,f,,{},16,143,8
3,2020-10-29 18:43:09.511864,,,,,,f,,{},3,62,2
4,2020-10-29 18:43:09.51699,,,,,,f,,{},4,62,2
1352,2020-10-29 18:54:08.093148,,,,,,t,2020-10-29 19:00:05.838413,{},179,190,12
892,2020-10-29 18:50:05.851377,,,,,,t,2020-10-29 19:00:06.233832,{},136,147,8
7,2020-10-29 18:43:10.047239,,,,,,f,,{},3,63,2
8,2020-10-29 18:43:10.0545,,,,,,f,,{},4,63,2
11,2020-10-29 18:43:10.081022,,,,,,f,,{},63,62,2
12,2020-10-29 18:43:10.087621,,,,,,f,,{},62,63,2
845,2020-10-29 18:49:58.515138,,,,,,f,,{},143,125,8
846,2020-10-29 18:49:58.519728,,,,,,f,,{},125,143,8
947,2020-10-29 18:50:11.342352,,,,,,f,,{},19,152,10
948,2020-10-29 18:50:11.347445,,,,,,f,,{},20,152,10
1073,2020-10-29 18:50:50.033047,,,,,,f,,{},19,164,10
1074,2020-10-29 18:50:50.0591,,,,,,f,,{},164,152,10
23,2020-10-29 18:43:23.295969,,,,,,f,,{},3,66,2
24,2020-10-29 18:43:23.302944,,,,,,f,,{},4,66,2
847,2020-10-29 18:49:58.524405,,,,,,t,2020-10-29 18:53:18.147738,{},143,128,8
848,2020-10-29 18:49:58.528959,,,,,,t,2020-10-29 18:53:18.152751,{},128,143,8
27,2020-10-29 18:43:23.322215,,,,,,f,,{},66,62,2
28,2020-10-29 18:43:23.328552,,,,,,f,,{},62,66,2
29,2020-10-29 18:43:23.334814,,,,,,f,,{},66,63,2
30,2020-10-29 18:43:23.341002,,,,,,f,,{},63,66,2
93,2020-10-29 18:43:27.530141,,,,,,t,2020-10-29 18:57:09.027843,{},1,71,1
45,2020-10-29 18:43:24.722916,,,,,,f,,{},3,68,2
46,2020-10-29 18:43:24.728217,,,,,,f,,{},4,68,2
49,2020-10-29 18:43:24.743787,,,,,,f,,{},68,62,2
50,2020-10-29 18:43:24.748936,,,,,,f,,{},62,68,2
51,2020-10-29 18:43:24.754004,,,,,,f,,{},68,63,2
52,2020-10-29 18:43:24.759166,,,,,,f,,{},63,68,2
53,2020-10-29 18:43:24.764276,,,,,,f,,{},68,66,2
54,2020-10-29 18:43:24.770267,,,,,,f,,{},66,68,2
59,2020-10-29 18:43:25.543466,,,,,,f,,{},3,69,2
60,2020-10-29 18:43:25.549788,,,,,,f,,{},4,69,2
63,2020-10-29 18:43:25.568481,,,,,,f,,{},69,62,2
64,2020-10-29 18:43:25.574628,,,,,,f,,{},62,69,2
65,2020-10-29 18:43:25.580774,,,,,,f,,{},69,63,2
66,2020-10-29 18:43:25.586904,,,,,,f,,{},63,69,2
67,2020-10-29 18:43:25.593078,,,,,,f,,{},69,66,2
68,2020-10-29 18:43:25.599379,,,,,,f,,{},66,69,2
73,2020-10-29 18:43:25.630693,,,,,,f,,{},69,68,2
74,2020-10-29 18:43:25.636753,,,,,,f,,{},68,69,2
75,2020-10-29 18:43:26.63747,,,,,,f,,{},3,70,2
76,2020-10-29 18:43:26.645309,,,,,,f,,{},4,70,2
79,2020-10-29 18:43:26.661283,,,,,,f,,{},70,69,2
80,2020-10-29 18:43:26.666475,,,,,,f,,{},69,70,2
81,2020-10-29 18:43:26.671534,,,,,,f,,{},70,62,2
82,2020-10-29 18:43:26.676679,,,,,,f,,{},62,70,2
83,2020-10-29 18:43:26.683246,,,,,,f,,{},70,63,2
84,2020-10-29 18:43:26.688331,,,,,,f,,{},63,70,2
85,2020-10-29 18:43:26.693337,,,,,,f,,{},70,66,2
86,2020-10-29 18:43:26.698369,,,,,,f,,{},66,70,2
91,2020-10-29 18:43:26.733786,,,,,,f,,{},70,68,2
92,2020-10-29 18:43:26.742114,,,,,,f,,{},68,70,2
97,2020-10-29 18:43:32.381506,,,,,,f,,{},3,72,2
98,2020-10-29 18:43:32.386487,,,,,,f,,{},4,72,2
101,2020-10-29 18:43:32.400849,,,,,,f,,{},72,69,2
102,2020-10-29 18:43:32.405536,,,,,,f,,{},69,72,2
103,2020-10-29 18:43:32.410206,,,,,,f,,{},72,62,2
104,2020-10-29 18:43:32.414973,,,,,,f,,{},62,72,2
105,2020-10-29 18:43:32.419604,,,,,,f,,{},72,63,2
106,2020-10-29 18:43:32.424359,,,,,,f,,{},63,72,2
107,2020-10-29 18:43:32.428994,,,,,,f,,{},72,66,2
21,2020-10-29 18:43:18.529155,,,,,,t,2020-10-29 18:45:10.580907,{},1,65,1
22,2020-10-29 18:43:18.535052,,,,,,t,2020-10-29 18:45:10.5863,{},2,65,1
95,2020-10-29 18:43:27.543876,,,,,,t,2020-10-29 18:45:10.593923,{},71,65,1
96,2020-10-29 18:43:27.550339,,,,,,t,2020-10-29 18:45:10.599046,{},65,71,1
1,2020-10-29 18:43:01.44162,,,,,,t,2020-10-29 18:45:20.486482,{},3,61,2
2,2020-10-29 18:43:01.452587,,,,,,t,2020-10-29 18:45:20.492469,{},4,61,2
5,2020-10-29 18:43:09.521671,,,,,,t,2020-10-29 18:45:20.505662,{},62,61,2
6,2020-10-29 18:43:09.526204,,,,,,t,2020-10-29 18:45:20.510755,{},61,62,2
9,2020-10-29 18:43:10.063075,,,,,,t,2020-10-29 18:45:20.516075,{},63,61,2
10,2020-10-29 18:43:10.073446,,,,,,t,2020-10-29 18:45:20.521954,{},61,63,2
25,2020-10-29 18:43:23.309544,,,,,,t,2020-10-29 18:45:20.527151,{},66,61,2
26,2020-10-29 18:43:23.315983,,,,,,t,2020-10-29 18:45:20.53253,{},61,66,2
35,2020-10-29 18:43:24.10088,,,,,,t,2020-10-29 18:45:20.537676,{},67,61,2
36,2020-10-29 18:43:24.10621,,,,,,t,2020-10-29 18:45:20.542863,{},61,67,2
47,2020-10-29 18:43:24.733393,,,,,,t,2020-10-29 18:45:20.548038,{},68,61,2
48,2020-10-29 18:43:24.738601,,,,,,t,2020-10-29 18:45:20.553292,{},61,68,2
61,2020-10-29 18:43:25.556096,,,,,,t,2020-10-29 18:45:20.558463,{},69,61,2
33,2020-10-29 18:43:24.090015,,,,,,t,2020-10-29 18:49:23.258946,{},3,67,2
34,2020-10-29 18:43:24.095458,,,,,,t,2020-10-29 18:49:23.266149,{},4,67,2
37,2020-10-29 18:43:24.111467,,,,,,t,2020-10-29 18:49:23.297628,{},67,62,2
38,2020-10-29 18:43:24.116706,,,,,,t,2020-10-29 18:49:23.303358,{},62,67,2
39,2020-10-29 18:43:24.121757,,,,,,t,2020-10-29 18:49:23.310298,{},67,63,2
40,2020-10-29 18:43:24.127094,,,,,,t,2020-10-29 18:49:23.318233,{},63,67,2
41,2020-10-29 18:43:24.132077,,,,,,t,2020-10-29 18:49:23.32638,{},67,66,2
42,2020-10-29 18:43:24.137243,,,,,,t,2020-10-29 18:49:23.334358,{},66,67,2
57,2020-10-29 18:43:24.78672,,,,,,t,2020-10-29 18:49:23.342133,{},68,67,2
58,2020-10-29 18:43:24.791874,,,,,,t,2020-10-29 18:49:23.349081,{},67,68,2
71,2020-10-29 18:43:25.61827,,,,,,t,2020-10-29 18:49:23.35559,{},69,67,2
72,2020-10-29 18:43:25.624585,,,,,,t,2020-10-29 18:49:23.361462,{},67,69,2
89,2020-10-29 18:43:26.717185,,,,,,t,2020-10-29 18:49:23.366105,{},70,67,2
90,2020-10-29 18:43:26.726788,,,,,,t,2020-10-29 18:49:23.370723,{},67,70,2
108,2020-10-29 18:43:32.43357,,,,,,f,,{},66,72,2
849,2020-10-29 18:49:58.830494,,,,,,f,,{},15,144,8
850,2020-10-29 18:49:58.838195,,,,,,f,,{},16,144,8
851,2020-10-29 18:49:58.846331,,,,,,f,,{},144,143,8
852,2020-10-29 18:49:58.854228,,,,,,f,,{},143,144,8
113,2020-10-29 18:43:32.464546,,,,,,f,,{},72,70,2
114,2020-10-29 18:43:32.471318,,,,,,f,,{},70,72,2
115,2020-10-29 18:43:32.47835,,,,,,f,,{},72,68,2
116,2020-10-29 18:43:32.485215,,,,,,f,,{},68,72,2
109,2020-10-29 18:43:32.43857,,,,,,t,2020-10-29 18:44:29.264158,{},72,64,2
110,2020-10-29 18:43:32.443182,,,,,,t,2020-10-29 18:44:29.268877,{},64,72,2
111,2020-10-29 18:43:32.447897,,,,,,t,2020-10-29 18:49:23.375402,{},72,67,2
112,2020-10-29 18:43:32.453244,,,,,,t,2020-10-29 18:49:23.380302,{},67,72,2
897,2020-10-29 18:50:06.903193,,,,,,t,2020-10-29 19:00:00.785921,{},15,148,8
898,2020-10-29 18:50:06.911366,,,,,,t,2020-10-29 19:00:00.796227,{},16,148,8
899,2020-10-29 18:50:06.919609,,,,,,t,2020-10-29 19:00:00.864429,{},148,144,8
900,2020-10-29 18:50:06.927833,,,,,,t,2020-10-29 19:00:00.877534,{},144,148,8
859,2020-10-29 18:49:58.910614,,,,,,f,,{},144,125,8
860,2020-10-29 18:49:58.918861,,,,,,f,,{},125,144,8
901,2020-10-29 18:50:06.936604,,,,,,t,2020-10-29 19:00:00.88405,{},148,143,8
902,2020-10-29 18:50:06.945148,,,,,,t,2020-10-29 19:00:00.89122,{},143,148,8
2405,2020-10-29 19:09:59.441893,,,,,,t,2020-10-29 19:29:11.61466,{},45,286,23
2406,2020-10-29 19:09:59.450121,,,,,,t,2020-10-29 19:29:11.620156,{},46,286,23
1051,2020-10-29 18:50:32.286458,,,,,,t,2020-10-29 19:12:12.056412,{},161,160,10
1052,2020-10-29 18:50:32.292771,,,,,,t,2020-10-29 19:12:12.067484,{},160,161,10
907,2020-10-29 18:50:06.981692,,,,,,t,2020-10-29 19:00:00.897792,{},148,147,8
908,2020-10-29 18:50:06.986922,,,,,,t,2020-10-29 19:00:00.90596,{},147,148,8
909,2020-10-29 18:50:06.992188,,,,,,t,2020-10-29 19:00:00.913759,{},148,136,8
910,2020-10-29 18:50:06.997386,,,,,,t,2020-10-29 19:00:00.920958,{},136,148,8
1213,2020-10-29 18:52:52.543496,,,,,,t,2020-10-29 19:13:34.599252,{},177,176,12
1214,2020-10-29 18:52:52.548107,,,,,,t,2020-10-29 19:13:34.606016,{},176,177,12
2411,2020-10-29 19:09:59.485894,,,,,,t,2020-10-29 19:15:08.923985,{},286,276,23
2412,2020-10-29 19:09:59.493235,,,,,,t,2020-10-29 19:15:08.931818,{},276,286,23
1317,2020-10-29 18:53:49.851829,,,,,,t,2020-10-29 19:20:03.519725,{},23,186,12
1318,2020-10-29 18:53:49.858414,,,,,,t,2020-10-29 19:20:03.529423,{},24,186,12
911,2020-10-29 18:50:07.002694,,,,,,t,2020-10-29 19:00:00.929203,{},148,125,8
912,2020-10-29 18:50:07.007884,,,,,,t,2020-10-29 19:00:00.936924,{},125,148,8
1045,2020-10-29 18:50:32.240442,,,,,,f,,{},19,161,10
1046,2020-10-29 18:50:32.248446,,,,,,f,,{},161,152,10
1047,2020-10-29 18:50:32.25627,,,,,,f,,{},152,161,10
1048,2020-10-29 18:50:32.26333,,,,,,f,,{},20,161,10
1049,2020-10-29 18:50:32.271316,,,,,,f,,{},161,155,10
1050,2020-10-29 18:50:32.279015,,,,,,f,,{},155,161,10
2407,2020-10-29 19:09:59.457097,,,,,,t,2020-10-29 19:29:11.651594,{},286,277,23
2408,2020-10-29 19:09:59.46434,,,,,,t,2020-10-29 19:29:11.665813,{},277,286,23
1299,2020-10-29 18:53:42.265004,,,,,,t,2020-10-29 19:00:05.687388,{},184,179,12
1300,2020-10-29 18:53:42.273043,,,,,,t,2020-10-29 19:00:05.695468,{},179,184,12
1315,2020-10-29 18:53:49.836947,,,,,,t,2020-10-29 19:00:05.702379,{},186,179,12
1316,2020-10-29 18:53:49.84528,,,,,,t,2020-10-29 19:00:05.709695,{},179,186,12
855,2020-10-29 18:49:58.876718,,,,,,t,2020-10-29 18:50:45.125213,{},144,118,8
856,2020-10-29 18:49:58.88522,,,,,,t,2020-10-29 18:50:45.132909,{},118,144,8
905,2020-10-29 18:50:06.968208,,,,,,t,2020-10-29 18:50:45.138599,{},148,118,8
906,2020-10-29 18:50:06.97515,,,,,,t,2020-10-29 18:50:45.145501,{},118,148,8
893,2020-10-29 18:50:05.859691,,,,,,t,2020-10-29 19:00:06.245494,{},147,125,8
894,2020-10-29 18:50:05.866665,,,,,,t,2020-10-29 19:00:06.25523,{},125,147,8
1282,2020-10-29 18:53:34.636763,,,,,,t,2020-10-29 19:01:11.512446,{},180,183,11
1283,2020-10-29 18:53:34.647301,,,,,,t,2020-10-29 19:01:11.517954,{},183,181,11
1284,2020-10-29 18:53:34.660353,,,,,,t,2020-10-29 19:01:11.527089,{},181,183,11
1285,2020-10-29 18:53:34.669071,,,,,,t,2020-10-29 19:01:11.537197,{},183,166,11
1286,2020-10-29 18:53:34.679512,,,,,,t,2020-10-29 19:01:11.545194,{},166,183,11
1287,2020-10-29 18:53:34.693023,,,,,,t,2020-10-29 19:01:11.55461,{},183,163,11
1288,2020-10-29 18:53:34.707515,,,,,,t,2020-10-29 19:01:11.562166,{},163,183,11
1289,2020-10-29 18:53:34.722323,,,,,,t,2020-10-29 19:01:11.572198,{},183,168,11
1211,2020-10-29 18:52:52.533913,,,,,,t,2020-10-29 19:09:32.919158,{},177,175,12
1212,2020-10-29 18:52:52.53865,,,,,,t,2020-10-29 19:09:32.927156,{},175,177,12
2409,2020-10-29 19:09:59.471734,,,,,,t,2020-10-29 19:29:11.668999,{},286,282,23
1055,2020-10-29 18:50:32.309259,,,,,,t,2020-10-29 18:51:20.091368,{},161,159,10
1056,2020-10-29 18:50:32.314292,,,,,,t,2020-10-29 18:51:20.097081,{},159,161,10
1101,2020-10-29 18:50:57.012087,,,,,,t,2020-10-29 18:51:20.100231,{},165,159,10
1102,2020-10-29 18:50:57.016902,,,,,,t,2020-10-29 18:51:20.103213,{},159,165,10
853,2020-10-29 18:49:58.861228,,,,,,t,2020-10-29 18:52:03.564885,{},144,134,8
854,2020-10-29 18:49:58.869235,,,,,,t,2020-10-29 18:52:03.576469,{},134,144,8
903,2020-10-29 18:50:06.953092,,,,,,t,2020-10-29 18:52:03.58613,{},148,134,8
904,2020-10-29 18:50:06.960481,,,,,,t,2020-10-29 18:52:03.594665,{},134,148,8
1199,2020-10-29 18:52:12.312307,,,,,,t,2020-10-29 18:52:28.042576,{},23,174,12
1200,2020-10-29 18:52:12.318954,,,,,,t,2020-10-29 18:52:28.048947,{},24,174,12
1209,2020-10-29 18:52:52.523909,,,,,,f,,{},23,177,12
1210,2020-10-29 18:52:52.529134,,,,,,f,,{},24,177,12
861,2020-10-29 18:49:58.924193,,,,,,t,2020-10-29 18:53:18.157373,{},144,128,8
862,2020-10-29 18:49:58.929196,,,,,,t,2020-10-29 18:53:18.162853,{},128,144,8
913,2020-10-29 18:50:07.012868,,,,,,t,2020-10-29 18:53:18.16768,{},148,128,8
914,2020-10-29 18:50:07.017938,,,,,,t,2020-10-29 18:53:18.174549,{},128,148,8
1089,2020-10-29 18:50:56.954609,,,,,,t,2020-10-29 18:57:57.747781,{},19,165,10
1090,2020-10-29 18:50:56.95964,,,,,,t,2020-10-29 18:57:57.757479,{},165,152,10
1091,2020-10-29 18:50:56.964858,,,,,,t,2020-10-29 18:57:57.7956,{},152,165,10
1053,2020-10-29 18:50:32.298422,,,,,,t,2020-10-29 18:58:59.412309,{},161,158,10
1054,2020-10-29 18:50:32.304173,,,,,,t,2020-10-29 18:58:59.419925,{},158,161,10
117,2020-10-29 18:43:32.52843,,,,,,f,,{},7,73,4
118,2020-10-29 18:43:32.536467,,,,,,f,,{},8,73,4
119,2020-10-29 18:43:33.74975,,,,,,f,,{},1,74,1
120,2020-10-29 18:43:33.759045,,,,,,f,,{},2,74,1
881,2020-10-29 18:50:05.760367,,,,,,t,2020-10-29 19:00:06.115318,{},15,147,8
882,2020-10-29 18:50:05.768886,,,,,,t,2020-10-29 19:00:06.127887,{},16,147,8
863,2020-10-29 18:50:01.992326,,,,,,f,,{},17,145,9
864,2020-10-29 18:50:02.015399,,,,,,f,,{},18,145,9
125,2020-10-29 18:43:33.913106,,,,,,f,,{},7,75,4
126,2020-10-29 18:43:33.920053,,,,,,f,,{},8,75,4
127,2020-10-29 18:43:33.926352,,,,,,f,,{},75,73,4
128,2020-10-29 18:43:33.932947,,,,,,f,,{},73,75,4
2410,2020-10-29 19:09:59.478584,,,,,,t,2020-10-29 19:29:11.672222,{},282,286,23
2413,2020-10-29 19:09:59.500167,,,,,,t,2020-10-29 19:29:11.675496,{},286,279,23
135,2020-10-29 18:43:35.993705,,,,,,f,,{},1,77,1
136,2020-10-29 18:43:35.999509,,,,,,f,,{},2,77,1
883,2020-10-29 18:50:05.779898,,,,,,t,2020-10-29 19:00:06.195741,{},147,144,8
884,2020-10-29 18:50:05.786756,,,,,,t,2020-10-29 19:00:06.206186,{},144,147,8
865,2020-10-29 18:50:02.034756,,,,,,f,,{},145,140,9
866,2020-10-29 18:50:02.060529,,,,,,f,,{},140,145,9
141,2020-10-29 18:43:36.048644,,,,,,f,,{},77,74,1
142,2020-10-29 18:43:36.055861,,,,,,f,,{},74,77,1
885,2020-10-29 18:50:05.794019,,,,,,t,2020-10-29 19:00:06.212776,{},147,143,8
886,2020-10-29 18:50:05.800241,,,,,,t,2020-10-29 19:00:06.219227,{},143,147,8
891,2020-10-29 18:50:05.842537,,,,,,t,2020-10-29 19:00:06.225829,{},147,136,8
1653,2020-10-29 18:56:30.274025,,,,,,t,2020-10-29 19:00:17.449073,{},217,215,16
1654,2020-10-29 18:56:30.28616,,,,,,t,2020-10-29 19:00:17.454755,{},215,217,16
1655,2020-10-29 18:57:20.173266,,,,,,t,2020-10-29 19:00:17.459872,{},218,217,16
1656,2020-10-29 18:57:20.187067,,,,,,t,2020-10-29 19:00:17.465986,{},217,218,16
1380,2020-10-29 18:54:19.247301,,,,,,t,2020-10-29 19:00:17.64624,{},191,192,13
173,2020-10-29 18:43:46.824208,,,,,,f,,{},1,81,1
174,2020-10-29 18:43:46.830898,,,,,,f,,{},2,81,1
1381,2020-10-29 18:54:19.252995,,,,,,t,2020-10-29 19:00:17.652014,{},192,185,13
1382,2020-10-29 18:54:19.26093,,,,,,t,2020-10-29 19:00:17.657826,{},185,192,13
867,2020-10-29 18:50:02.079568,,,,,,f,,{},145,141,9
868,2020-10-29 18:50:02.111773,,,,,,f,,{},141,145,9
179,2020-10-29 18:43:46.863927,,,,,,f,,{},81,74,1
180,2020-10-29 18:43:46.87261,,,,,,f,,{},74,81,1
181,2020-10-29 18:43:46.882022,,,,,,f,,{},81,77,1
182,2020-10-29 18:43:46.890231,,,,,,f,,{},77,81,1
123,2020-10-29 18:43:33.781337,,,,,,t,2020-10-29 18:45:10.604198,{},74,65,1
124,2020-10-29 18:43:33.788784,,,,,,t,2020-10-29 18:45:10.609332,{},65,74,1
139,2020-10-29 18:43:36.031315,,,,,,t,2020-10-29 18:45:10.615056,{},77,65,1
140,2020-10-29 18:43:36.041674,,,,,,t,2020-10-29 18:45:10.62128,{},65,77,1
177,2020-10-29 18:43:46.850628,,,,,,t,2020-10-29 18:45:10.62649,{},81,65,1
178,2020-10-29 18:43:46.857243,,,,,,t,2020-10-29 18:45:10.631642,{},65,81,1
1383,2020-10-29 18:54:19.267778,,,,,,t,2020-10-29 19:00:17.663879,{},192,188,13
2417,2020-10-29 19:09:59.536572,,,,,,t,2020-10-29 19:12:16.662185,{},286,285,23
2418,2020-10-29 19:09:59.543472,,,,,,t,2020-10-29 19:12:16.670401,{},285,286,23
2414,2020-10-29 19:09:59.509793,,,,,,t,2020-10-29 19:29:11.678659,{},279,286,23
2415,2020-10-29 19:09:59.520632,,,,,,t,2020-10-29 19:29:11.682304,{},286,284,23
2416,2020-10-29 19:09:59.528887,,,,,,t,2020-10-29 19:29:11.685849,{},284,286,23
889,2020-10-29 18:50:05.827199,,,,,,t,2020-10-29 18:50:45.150567,{},147,118,8
890,2020-10-29 18:50:05.835098,,,,,,t,2020-10-29 18:50:45.155216,{},118,147,8
915,2020-10-29 18:50:08.075303,,,,,,t,2020-10-29 18:50:59.252611,{},17,150,9
916,2020-10-29 18:50:08.081325,,,,,,t,2020-10-29 18:50:59.258071,{},18,150,9
917,2020-10-29 18:50:08.087183,,,,,,t,2020-10-29 18:50:59.265294,{},150,140,9
918,2020-10-29 18:50:08.093053,,,,,,t,2020-10-29 18:50:59.270073,{},140,150,9
919,2020-10-29 18:50:08.099196,,,,,,t,2020-10-29 18:50:59.274665,{},150,145,9
920,2020-10-29 18:50:08.105214,,,,,,t,2020-10-29 18:50:59.279358,{},145,150,9
921,2020-10-29 18:50:08.11096,,,,,,t,2020-10-29 18:50:59.283982,{},150,146,9
922,2020-10-29 18:50:08.11686,,,,,,t,2020-10-29 18:50:59.288872,{},146,150,9
923,2020-10-29 18:50:08.124197,,,,,,t,2020-10-29 18:50:59.293627,{},150,141,9
924,2020-10-29 18:50:08.130279,,,,,,t,2020-10-29 18:50:59.298174,{},141,150,9
925,2020-10-29 18:50:08.136186,,,,,,t,2020-10-29 18:50:59.303114,{},150,138,9
926,2020-10-29 18:50:08.141956,,,,,,t,2020-10-29 18:50:59.307976,{},138,150,9
1043,2020-10-29 18:50:31.554371,,,,,,t,2020-10-29 18:51:20.106273,{},160,159,10
1044,2020-10-29 18:50:31.562014,,,,,,t,2020-10-29 18:51:20.109488,{},159,160,10
887,2020-10-29 18:50:05.809702,,,,,,t,2020-10-29 18:52:03.602294,{},147,134,8
888,2020-10-29 18:50:05.819016,,,,,,t,2020-10-29 18:52:03.611838,{},134,147,8
895,2020-10-29 18:50:05.873033,,,,,,t,2020-10-29 18:53:18.18101,{},147,128,8
896,2020-10-29 18:50:05.8786,,,,,,t,2020-10-29 18:53:18.187215,{},128,147,8
121,2020-10-29 18:43:33.766608,,,,,,t,2020-10-29 18:57:09.103281,{},74,71,1
122,2020-10-29 18:43:33.774189,,,,,,t,2020-10-29 18:57:09.113868,{},71,74,1
137,2020-10-29 18:43:36.010869,,,,,,t,2020-10-29 18:57:09.121892,{},77,71,1
138,2020-10-29 18:43:36.019787,,,,,,t,2020-10-29 18:57:09.130196,{},71,77,1
175,2020-10-29 18:43:46.83751,,,,,,t,2020-10-29 18:57:09.140332,{},81,71,1
176,2020-10-29 18:43:46.844146,,,,,,t,2020-10-29 18:57:09.148158,{},71,81,1
869,2020-10-29 18:50:02.14349,,,,,,t,2020-10-29 18:58:23.339744,{},145,138,9
870,2020-10-29 18:50:02.180652,,,,,,t,2020-10-29 18:58:23.351512,{},138,145,9
1041,2020-10-29 18:50:31.538955,,,,,,t,2020-10-29 18:58:59.426703,{},160,158,10
1042,2020-10-29 18:50:31.547148,,,,,,t,2020-10-29 18:58:59.433896,{},158,160,10
143,2020-10-29 18:43:38.887711,,,,,,t,2020-10-29 18:59:05.728696,{},7,78,4
144,2020-10-29 18:43:38.895103,,,,,,t,2020-10-29 18:59:05.746676,{},8,78,4
145,2020-10-29 18:43:38.901887,,,,,,t,2020-10-29 18:59:05.803113,{},78,73,4
146,2020-10-29 18:43:38.908631,,,,,,t,2020-10-29 18:59:05.82407,{},73,78,4
147,2020-10-29 18:43:38.915302,,,,,,t,2020-10-29 18:59:05.830171,{},78,75,4
148,2020-10-29 18:43:38.92189,,,,,,t,2020-10-29 18:59:05.837668,{},75,78,4
151,2020-10-29 18:43:40.370093,,,,,,f,,{},7,79,4
152,2020-10-29 18:43:40.37648,,,,,,f,,{},8,79,4
153,2020-10-29 18:43:40.382608,,,,,,f,,{},79,73,4
154,2020-10-29 18:43:40.388781,,,,,,f,,{},73,79,4
155,2020-10-29 18:43:40.394927,,,,,,f,,{},79,75,4
156,2020-10-29 18:43:40.401264,,,,,,f,,{},75,79,4
2419,2020-10-29 19:10:08.820896,,,,,,f,,{},39,287,20
2420,2020-10-29 19:10:08.832807,,,,,,f,,{},40,287,20
939,2020-10-29 18:50:08.339891,,,,,,t,2020-10-29 19:00:00.945709,{},151,148,8
940,2020-10-29 18:50:08.344978,,,,,,t,2020-10-29 19:00:00.954352,{},148,151,8
871,2020-10-29 18:50:03.887582,,,,,,f,,{},17,146,9
872,2020-10-29 18:50:03.901073,,,,,,f,,{},18,146,9
873,2020-10-29 18:50:03.910903,,,,,,f,,{},146,140,9
874,2020-10-29 18:50:03.918308,,,,,,f,,{},140,146,9
875,2020-10-29 18:50:03.924233,,,,,,f,,{},146,145,9
876,2020-10-29 18:50:03.929735,,,,,,f,,{},145,146,9
877,2020-10-29 18:50:03.934871,,,,,,f,,{},146,141,9
878,2020-10-29 18:50:03.940408,,,,,,f,,{},141,146,9
935,2020-10-29 18:50:08.319846,,,,,,t,2020-10-29 19:00:06.262283,{},151,147,8
936,2020-10-29 18:50:08.324912,,,,,,t,2020-10-29 19:00:06.268557,{},147,151,8
927,2020-10-29 18:50:08.277992,,,,,,f,,{},15,151,8
928,2020-10-29 18:50:08.283148,,,,,,f,,{},16,151,8
929,2020-10-29 18:50:08.288204,,,,,,f,,{},151,143,8
930,2020-10-29 18:50:08.293513,,,,,,f,,{},143,151,8
1384,2020-10-29 18:54:19.273568,,,,,,t,2020-10-29 19:00:17.669344,{},188,192,13
1385,2020-10-29 18:54:19.27927,,,,,,t,2020-10-29 19:00:17.674492,{},192,189,13
1386,2020-10-29 18:54:19.285232,,,,,,t,2020-10-29 19:00:17.68005,{},189,192,13
1387,2020-10-29 18:54:19.290827,,,,,,t,2020-10-29 19:00:17.686426,{},192,187,13
2820,2020-10-29 19:22:06.946477,,,,,,t,2020-10-29 19:32:24.078912,{},48,324,24
941,2020-10-29 18:50:08.350145,,,,,,f,,{},151,144,8
942,2020-10-29 18:50:08.356314,,,,,,f,,{},144,151,8
943,2020-10-29 18:50:08.361251,,,,,,f,,{},151,125,8
944,2020-10-29 18:50:08.366407,,,,,,f,,{},125,151,8
1388,2020-10-29 18:54:19.298474,,,,,,t,2020-10-29 19:00:17.69226,{},187,192,13
1899,2020-10-29 19:01:22.445442,,,,,,f,,{},33,238,17
933,2020-10-29 18:50:08.308511,,,,,,t,2020-10-29 18:50:45.159957,{},151,118,8
934,2020-10-29 18:50:08.313533,,,,,,t,2020-10-29 18:50:45.164592,{},118,151,8
993,2020-10-29 18:50:21.272263,,,,,,t,2020-10-29 18:50:59.331358,{},156,150,9
994,2020-10-29 18:50:21.276928,,,,,,t,2020-10-29 18:50:59.336142,{},150,156,9
1013,2020-10-29 18:50:23.740102,,,,,,t,2020-10-29 18:50:59.341451,{},157,150,9
1014,2020-10-29 18:50:23.746616,,,,,,t,2020-10-29 18:50:59.349911,{},150,157,9
931,2020-10-29 18:50:08.298475,,,,,,t,2020-10-29 18:52:03.62179,{},151,134,8
932,2020-10-29 18:50:08.303456,,,,,,t,2020-10-29 18:52:03.629064,{},134,151,8
1900,2020-10-29 19:01:22.459822,,,,,,f,,{},34,238,17
1901,2020-10-29 19:01:22.480801,,,,,,f,,{},238,234,17
334,2020-10-29 18:44:44.391966,,,,,,t,2020-10-29 18:52:27.518372,{},12,92,6
335,2020-10-29 18:44:44.398589,,,,,,t,2020-10-29 18:52:27.539741,{},92,91,6
336,2020-10-29 18:44:44.406238,,,,,,t,2020-10-29 18:52:27.544924,{},91,92,6
341,2020-10-29 18:44:59.767371,,,,,,t,2020-10-29 18:52:27.550872,{},94,92,6
342,2020-10-29 18:44:59.772111,,,,,,t,2020-10-29 18:52:27.557091,{},92,94,6
351,2020-10-29 18:45:01.69237,,,,,,t,2020-10-29 18:52:27.562717,{},96,92,6
352,2020-10-29 18:45:01.702081,,,,,,t,2020-10-29 18:52:27.568075,{},92,96,6
